Unnamed: 0,question,answer,파일명,result,source,Contain,bert_f1,f1_score,cosine_similarity
23,가상자산 불공정거래(시세조종) 사건은 어떻게 이루어졌는지?,"혐의자가 해외 가상자산 발행재단으로부터 전송받은 코인을 국내 가상자산거래소에서 높은 가격에 매도할 목적으로, ①대량 고가 매수주문을 제출한 후 ②API를 통해 허수 매수주문을 지속ㆍ반복 제출하며 시세와 거래량을 인위적으로 변동시켜 일반 이용자가 해당 코인에 대량의 매수세가 유입된 것으로 오인하도록 하는 전형적인 시세조종 방식으로 이루어졌습니다.","241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다..pdf",가상자산 불공정거래(시세조종) 사건은 해외 가상자산 발행재단으로부터 전송받은 코인을 국내 거래소에서 높은 가격에 매도하기 위해 대량 고가 매수주문을 제출하고 허수 매수주문을 반복하여 시세와 거래량을 인위적으로 변동시킨 방식으로 이루어졌다.,"241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다.",1,0.8105514645576477,0.4615384615384615,0.8603617
24,사이버위협 대응을 위한 제2금융권 모의해킹은 누가 진행하는지?,금융감독원은 금융보안원과 함께 화이트해커를 통한 제2금융권 블라인드 사이버 모의해킹 훈련을 진행하였습니다.,241023 사이버위협 대응을 위해 화이트해커를 통한 제2금융권 모의해킹 훈련실시.pdf,사이버위협 대응을 위한 제2금융권 모의해킹은 금융감독원과 금융보안원이 함께 진행합니다.,241023 사이버위협 대응을 위해 화이트해커를 통한 제2금융권 모의해킹 훈련실시,1,0.8368808031082153,0.19999999999999998,0.84190995
25,금융감독원이 청년 무료 재무상담 서비스를 제공하는 목적은?,청년들의 장기 재무목표 달성 및 올바른 금융태도 형성 지원을 위해서입니다.,241021 청년들에게 맞춤형 재무상담을 제공해 드립니다.pdf,"금융감독원이 청년 무료 재무상담 서비스를 제공하는 목적은 청년들의 자산형성과 경제적 자립을 지원하고, 장기 재무목표 달성 및 올바른 금융태도 형성을 돕기 위함입니다.",241021 청년들에게 맞춤형 재무상담을 제공해 드립니다,1,0.8372048735618591,0.45161290322580644,0.78946924
26,"2024년 9월 회사채 발행 총액은 얼마이며, 2024년 8월과 비교해 몇 퍼센트 증가했습니까?","2024년 9월 회사채 발행 총액은 31조 5,354억 원으로, 2024년 8월(19조 7,182억 원) 대비 59.9% 증가하였습니다​.",241022 24.9월중 기업의 직접금융 조달실적.pdf,"2024년 9월 회사채 발행 총액은 31조 5,354억원이며, 2024년 8월과 비교해 59.9% 증가했습니다.",240821 (보도자료) 석간_24.7월중 기업의 직접금융 조달실적,0,0.9135772585868835,0.56,0.96572065
27,"2024년 8월 말 국내은행의 원화대출 연체율은 얼마이며, 전월 및 전년 동월 대비 각각 몇 퍼센트포인트 상승했습니까?","2024년 8월 말 국내은행의 원화대출 연체율은 0.53%로, 전월(0.47%) 대비 0.06%p 상승하였으며, 전년 동월(0.43%) 대비 0.10%p 상승하였습니다.",241018 (보도자료) 석간_24.8월말 국내은행의 원화대출 연체율 현황(잠정).pdf,"2024년 8월 말 국내은행의 원화대출 연체율은 0.53%로, 전월 대비 0.06%p 상승하였으며, 전년 동월 대비 0.10%p 상승하였습니다.",241018 (보도자료) 석간_24.8월말 국내은행의 원화대출 연체율 현황(잠정),1,0.9651638865470886,0.8666666666666667,0.99082375
28,"2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 얼마이며, 전분기 대비 몇 퍼센트포인트 변화했습니까?","2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 217.3%로, 전분기(223.6%) 대비 6.3%p 하락하였습니다​.",241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황.pdf,"2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 217.3%이며, 전분기 대비 6.3%p 하락했습니다.",241002 자본건전성이 충분한 보험회사의 배당가능이익이 종전(IFRS4) 수준으로 확대,0,0.9739853739738464,0.7857142857142857,0.99513006
29,2024년 10월 17일부터 시행된 개인채무자 보호법의 주요 목적은 무엇입니까?,"개인채무자 보호법의 주요 목적은 금융회사의 채무조정을 활성화하고 연체이자 부담을 완화하며, 채권 매각 및 과도한 채권추심을 규율함으로써 채무자의 재기 가능성을 높이고 금융회사의 회수 가치를 증대하는 것입니다​.",241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.pdf,2024년 10월 17일부터 시행된 개인채무자 보호법의 주요 목적은 개인채무자의 상환 및 독촉 부담을 완화하여 빠르게 재기할 수 있도록 지원하는 것입니다.,241007 [별첨] 「개인채무자보호법」시행 점검회의 모두발언,0,0.8199616074562073,0.2727272727272727,0.5928266
30,"2024년 9월 가계대출 증가폭은 얼마였으며, 전월 대비 어떻게 변화했습니까?","2024년 9월 가계대출 증가폭은 5.2조 원으로, 전월(9.7조 원) 대비 증가폭이 축소되었습니다​.",241011 배포시 (보도참고) 긴장의 끈을 놓지 않고 가계부채를 철저히 관리.pdf,2024년 9월 가계대출은 +5.2조원 증가하여 전월(+9.7조원) 대비 증가폭이 축소되었습니다.,241011 조간 (보도자료) 2024년 9월중 가계대출 동향(잠정),0,0.9383193254470825,0.39999999999999997,0.9758525
31,2024년 10월 11일 기준금리 인하 이후 금감원이 주목한 주요 금융시장 리스크는 무엇입니까?,"금감원은 기준금리 인하 이후 주택가격 상승 기대감으로 인한 가계부채 확대 가능성, 부실 PF사업장의 정리 지연, 중소금융사의 연체율 상승 등 금융시장 리스크에 주목하고, 이에 대한 철저한 관리 기조를 유지할 것을 강조하였습니다​.","241011 배포시 (보도참고) 금감원, 금융상황 점검회의 개최.pdf",금감원이 주목한 주요 금융시장 리스크는 가계부채의 확대 가능성과 시장금리의 불확실성입니다.,"241011 배포시 (보도참고) 금감원, 금융상황 점검회의 개최",1,0.788499653339386,0.10256410256410257,0.71034896
32,퇴직연금 실물이전 서비스의 주요 목표는 무엇입니까?,"퇴직연금 실물이전 서비스는 가입자가 기존 상품을 해지하지 않고 사업자를 변경할 수 있도록 하여, 가입자의 손실을 최소화하고, 사업자 간 경쟁을 촉진하여 퇴직연금 수익률 개선을 목표로 합니다. 이 서비스는 2024년 10월 31일부터 개시됩니다​.",241010 (보도자료) 퇴직연금 실물이전서비스 개시.pdf,퇴직연금 실물이전 서비스의 주요 목표는 가입자의 선택권을 확대하고 사업자 간 건전한 경쟁을 촉진하여 퇴직연금 수익률을 개선하는 것입니다.,241010 (보도자료) 퇴직연금 실물이전서비스 개시,1,0.83803391456604,0.3111111111111111,0.77234614
33,2024년 12월부터 이동통신 3사가 추심을 중단하는 통신요금의 기준은 무엇입니까?,"2024년 12월부터 이동통신 3사는 3년 이상 연체된 30만 원 미만의 통신요금에 대해 직접 추심하거나 추심을 위탁하지 않으며, 매각도 하지 않습니다. 해당 금액은 모든 연체 회선의 통신요금을 합산한 기준입니다​.",241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다.pdf,2024년 12월부터 이동통신 3사가 추심을 중단하는 통신요금의 기준은 명시되어 있지 않습니다.,(금융위)240930[별첨] 해약환급금준비금 제도개선방안,0,0.8103702068328857,0.25641025641025644,0.85293996
34,"단기매매차익 반환제도의 주요 목적은 무엇이며, 단기매매차익은 어떤 경우에 발생합니까?",단기매매차익 반환제도의 주요 목적은 미공개 정보를 이용한 부당 거래를 사전에 방지하는 것입니다. 단기매매차익은 상장사 임직원 또는 주요주주가 동일 증권을 6개월 이내에 매매하여 이익이 발생한 경우 반환 대상이 됩니다​.,241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내.pdf,"단기매매차익 반환제도의 주요 목적은 미공개정보 이용 거래를 통한 부당 차익을 사전적으로 방지하기 위한 것이며, 단기매매차익은 특정증권을 6개월 이내에 매매하여 발생한 이익을 의미합니다.",241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내,1,0.8792634606361389,0.44,0.9625699
35,공개매수 기간 중 투자자들이 주의해야 할 주요 사항은 무엇입니까?,"공개매수 기간 중에는 주가가 급격히 변동할 가능성이 있으며, 특히 경쟁 과열이나 근거 없는 풍문에 현혹되지 않도록 전자공시시스템(DART)을 통해 정확한 정보를 확인해야 합니다. 또한, 공개매수가 장외거래로 세금 등의 영향을 받을 수 있음을 고려해야 합니다.",241008 배포시 (보도자료) 공개매수 관련 소비자경보 발령(주의).pdf,"공개매수 기간 중 투자자들은 주가 급변에 주의하고, 근거 없는 풍문에 현혹되지 않으며, 세금 영향을 고려하고, 공시자료를 통해 정확한 정보를 확인해야 합니다.",241008 배포시 (보도자료) 공개매수 관련 소비자경보 발령(주의),1,0.8203872442245483,0.49056603773584906,0.6542864
36,구글이 시행하는 금융서비스 인증 절차의 주요 내용은 무엇입니까?,"구글은 국내에서 금융상품 광고를 하려는 광고주에게 금융위원회 등록 여부를 확인하는 인증 절차(FSV)를 마련하였습니다. 인증받지 못한 광고주는 금융상품 광고를 게재할 수 없으며, 이는 2024년 11월 7일부터 시행됩니다​.",241008 (보도자료) 불법사금융 척결 실무TF 개최.pdf,"구글이 시행하는 금융서비스 인증 절차의 주요 내용은 이용자가 본인확인을 거쳐 여신거래 안심차단 서비스를 신청할 수 있으며, 이를 통해 신규 여신거래를 사전에 차단할 수 있도록 하는 것입니다.",★(보도자료)나도 모르게 실행된 대출 이제는 사전에 차단할 수 있습니다_f,0,0.7272534370422363,0.08163265306122448,0.66224456
37,"2024년 상반기 개인사업자대출119 프로그램으로 지원된 총액은 얼마이며, 주된 지원 유형은 무엇입니까?","2024년 상반기 개인사업자대출119 프로그램을 통해 1조 5,414억 원이 지원되었으며, 주요 지원 유형은 만기연장(1조 1,961억 원)과 이자감면(8,412억 원)입니다.",241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황.pdf,"2024년 상반기 개인사업자대출119 프로그램으로 지원된 총액은 1조 5,414억원이며, 주된 지원 유형은 만기연장이 1조 1,961억원(77.6%)입니다.",241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황,1,0.8966777324676514,0.4000000000000001,0.94416666
38,신용카드사의 부가서비스 제공 관행 개선에서 주요 개선 사항은 무엇입니까?,"결제 취소로 한도가 복원되는 경우 누락된 부가서비스를 자동 환급하도록 시스템과 약관을 개선하며, 무이자할부 및 결제취소분 실적 차감방식을 명확히 안내하도록 강화할 예정입니다.",241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선.pdf,신용카드사의 부가서비스 제공 관행 개선의 주요 사항은 부가서비스 미제공 문제를 해결하기 위한 시스템 개선과 신용카드 서비스 이용 안내 보완입니다.,241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선,1,0.7292719483375549,0.0,0.5872022
39,"개인채무자보호법 시행의 주요 내용은 무엇이며, 시행 이후 정부의 계획은 무엇입니까?","개인채무자보호법은 연체이자 완화, 과도한 추심 제한, 채권 매각 규율 등을 포함하여 채무자의 경제적 재기를 지원합니다. 정부는 시행 후 점검반을 운영하여 사례를 신속히 대응하고, 금융회사와의 협력을 통해 법을 정착시킬 계획입니다.",241007 개인채무자보호법 시행 준비상황 및 향후 추진계획 점검회의 개최.pdf,"개인채무자보호법은 채무자가 금융회사에 직접 채무조정을 요청할 수 있도록 하고, 연체이자 부담을 줄이며, 과도한 채권추심을 제한하는 내용을 포함하고 있으며, 정부는 시행 후 3개월간 계도기간을 두고 법의 성공적인 안착을 지원할 계획입니다.",241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화,0,0.8192302584648132,0.2413793103448276,0.8675279
40,금감원과 한국수자원공사가 체결한 감사업무 협약의 주요 목적은 무엇입니까?,"이 협약의 주요 목적은 감사 정보 및 기법 교류를 통해 감사 성과와 내부통제 체계 강화를 도모하고, 상호 발전을 촉진하는 것입니다.","241007 1100 (보도자료) 금감원, 한국수자원공사와 감사업무협약 체결.pdf",금감원과 한국수자원공사가 체결한 감사업무 협약의 주요 목적은 감사 전문성 향상 및 역량 강화를 통해 감사 성과를 높이고 내부통제 체계를 강화하며 청렴도를 제고하는 것입니다.,"241007 1100 (보도자료) 금감원, 한국수자원공사와 감사업무협약 체결",1,0.8375022411346436,0.43902439024390244,0.785619
41,"2024년 상반기 관계형금융 잔액은 얼마이며, 주요 대출 증가율은 어떻게 되었습니까?","2024년 상반기 관계형금융 잔액은 18.4조 원으로, 전년 말 대비 11.4% 증가하였습니다. 중소법인 대출은 8.6%, 개인사업자 대출은 17.2% 증가하였습니다​.",241004_조간_(보도자료) 24년 상반기 관계형금융 취급실적 및 우수은행 평가 결과.pdf,"2024년 상반기 관계형금융 잔액은 5.3조원 증가하였으며, 주요 대출 증가율은 주택담보대출이 5.4조원으로 증가폭이 축소되었고, 기타대출은 0.2조원 감소하였다.",240812 (보도자료) 2024년 7월중 가계대출 동향(잠정),0,0.8147231340408325,0.24242424242424243,0.87035567
42,전북특별자치도와 금융감독원이 체결한 금융교육 활성화 협약의 주요 내용은 무엇입니까?,"협약의 주요 내용은 청소년 금융이해력 강화, 현직 교사 금융교육 확대, 청년 맞춤형 재무상담 프로그램 운영, 자립준비청년 대상 금융특강 제공 등이 포함되어 있습니다​.",241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F.pdf,"전북특별자치도와 금융감독원이 체결한 금융교육 활성화 협약의 주요 내용은 도민의 금융역량 강화를 위해 학생, 청년, 취약계층을 대상으로 맞춤형 금융교육 프로그램을 실시하고, 현직 교사들의 금융교육 전문성을 제고하는 것이다.",241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F,1,0.7562769055366516,0.2608695652173913,0.8744546
43,전기자동차 배터리 교체 비용 전액 보상을 받으려면 어떤 약관에 가입해야 합니까?,"전기자동차 배터리 교체 비용 전액 보상을 받기 위해서는 ""전기자동차 배터리 교체비용 전액보상 특별약관""에 별도 가입해야 합니다. 일반 약관에서는 감가상각 금액이 공제됩니다​.",241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F.pdf,"전기자동차 배터리 교체 비용 전액 보상을 받으려면 ""전기자동차 배터리 교체 비용 전액보상 특별약관""에 가입해야 합니다.",241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F,1,0.9173398613929749,0.6874999999999999,0.96741915
44,START 포털을 통해 인허가 사전협의를 신청한 경우 평균 면담 일정 소요 기간은 얼마나 됩니까?,START 포털을 통해 접수된 인허가 사전협의는 평균적으로 접수 후 약 26일 이내에 면담이 이루어집니다​.,241002 조간 (보도자료) 「START 포털」 운영.pdf,평균적으로 START 포털을 통해 인허가 사전협의를 신청한 경우 면담 일정은 약 26일 이내로 이루어집니다.,241002 조간 (보도자료) 「START 포털」 운영,1,0.8850035667419434,0.5,0.9745655
45,2024년 보험회사의 해약환급금 준비금 제도 개선의 주요 내용은 무엇입니까?,"자본건전성 조건을 충족하는 보험사에 대해 준비금 적립 비율을 기존 대비 80% 수준으로 조정하여 배당가능이익을 확대하며, 지급여력 비율 200% 이상인 보험사부터 우선 적용할 예정입니다.",241002 자본건전성이 충분한 보험회사의 배당가능이익이 종전(IFRS4) 수준으로 확대.pdf,2024년 보험회사의 해약환급금 준비금 제도 개선의 주요 내용은 자본건전성 조건을 충족하는 보험회사에 대해 해약환급금 준비금 적립비율을 조정하여 종전 회계기준(IFRS4)과 유사한 배당가능이익을 확보할 수 있도록 하는 것이다.,241002 자본건전성이 충분한 보험회사의 배당가능이익이 종전(IFRS4) 수준으로 확대,1,0.793839156627655,0.2978723404255319,0.703384
